"date","city","province","total"
2020-02-28,"gyeongnam","gyeongsang",6
2020-02-28,"incheon","gyeonggi",1
2020-02-28,"jeju","jeolla",0
2020-02-28,"jeonbuk","jeolla",0
2020-02-28,"jeonnam","jeolla",0
2020-02-28,"quarantine_station",NA,0
2020-02-28,"sejong","chungcheong",0
2020-02-28,"seoul","gyeonggi",6
2020-02-28,"ulsan","gyeongsang",3
2020-02-29,"busan","gyeongsang",15
2020-02-29,"chungbuk","chungcheong",1
2020-02-29,"chungnam","chungcheong",20
2020-02-29,"daegu","gyeongsang",657
2020-02-29,"daejeon","chungcheong",0
2020-02-29,"gangwon","gangwon",0
2020-02-29,"gwangju","jeolla",0
2020-02-29,"gyeongbuk","gyeongsang",79
2020-02-29,"gyeonggi","gyeonggi",10
2020-02-29,"gyeongnam","gyeongsang",10
2020-02-29,"incheon","gyeonggi",2
2020-02-29,"jeju","jeolla",0
2020-02-29,"jeonbuk","jeolla",0
2020-02-29,"jeonnam","jeolla",2
2020-02-29,"quarantine_station",NA,0
2020-02-29,"sejong","chungcheong",0
2020-02-29,"seoul","gyeonggi",15
2020-02-29,"ulsan","gyeongsang",3
2020-03-01,"busan","gyeongsang",8
2020-03-01,"chungbuk","chungcheong",1
2020-03-01,"chungnam","chungcheong",23
2020-03-01,"daegu","gyeongsang",846
2020-03-01,"daejeon","chungcheong",1
2020-03-01,"gangwon","gangwon",12
2020-03-01,"gwangju","jeolla",0
2020-03-01,"gyeongbuk","gyeongsang",135
2020-03-01,"gyeonggi","gyeonggi",10
2020-03-01,"gyeongnam","gyeongsang",5
2020-03-01,"incheon","gyeonggi",1
2020-03-01,"jeju","jeolla",0
2020-03-01,"jeonbuk","jeolla",1
2020-03-01,"jeonnam","jeolla",2
2020-03-01,"quarantine_station",NA,0
2020-03-01,"sejong","chungcheong",0
2020-03-01,"seoul","gyeonggi",14
2020-03-01,"ulsan","gyeongsang",3
2020-03-02,"busan","gyeongsang",2
2020-03-02,"chungbuk","chungcheong",1
2020-03-02,"chungnam","chungcheong",3
2020-03-02,"daegu","gyeongsang",519
2020-03-02,"daejeon","chungcheong",0
2020-03-02,"gangwon","gangwon",1
2020-03-02,"gwangju","jeolla",2
2020-03-02,"gyeongbuk","gyeongsang",61
2020-03-02,"gyeonggi","gyeonggi",2
2020-03-02,"gyeongnam","gyeongsang",0
2020-03-02,"incheon","gyeonggi",0
2020-03-02,"jeju","jeolla",1
2020-03-02,"jeonbuk","jeolla",1
2020-03-02,"jeonnam","jeolla",0
2020-03-02,"quarantine_station",NA,0
2020-03-02,"sejong","chungcheong",0
2020-03-02,"seoul","gyeonggi",7
2020-03-02,"ulsan","gyeongsang",0
2020-03-03,"busan","gyeongsang",3
2020-03-03,"chungbuk","chungcheong",0
2020-03-03,"chungnam","chungcheong",1
2020-03-03,"daegu","gyeongsang",405
2020-03-03,"daejeon","chungcheong",1
2020-03-03,"gangwon","gangwon",1
2020-03-03,"gwangju","jeolla",2
2020-03-03,"gyeongbuk","gyeongsang",89
2020-03-03,"gyeonggi","gyeonggi",7
2020-03-03,"gyeongnam","gyeongsang",1
2020-03-03,"incheon","gyeonggi",2
2020-03-03,"jeju","jeolla",0
2020-03-03,"jeonbuk","jeolla",0
2020-03-03,"jeonnam","jeolla",0
2020-03-03,"quarantine_station",NA,0
2020-03-03,"sejong","chungcheong",0
2020-03-03,"seoul","gyeonggi",1
2020-03-03,"ulsan","gyeongsang",3
2020-03-04,"busan","gyeongsang",0
2020-03-04,"chungbuk","chungcheong",1
2020-03-04,"chungnam","chungcheong",4
2020-03-04,"daegu","gyeongsang",320
2020-03-04,"daejeon","chungcheong",1
2020-03-04,"gangwon","gangwon",2
2020-03-04,"gwangju","jeolla",1
2020-03-04,"gyeongbuk","gyeongsang",87
2020-03-04,"gyeonggi","gyeonggi",9
2020-03-04,"gyeongnam","gyeongsang",9
2020-03-04,"incheon","gyeonggi",0
2020-03-04,"jeju","jeolla",1
2020-03-04,"jeonbuk","jeolla",0
2020-03-04,"jeonnam","jeolla",0
2020-03-04,"quarantine_station",NA,0
2020-03-04,"sejong","chungcheong",0
2020-03-04,"seoul","gyeonggi",4
2020-03-04,"ulsan","gyeongsang",0
2020-03-05,"busan","gyeongsang",3
2020-03-05,"chungbuk","chungcheong",3
2020-03-05,"chungnam","chungcheong",4
2020-03-05,"daegu","gyeongsang",367
2020-03-05,"daejeon","chungcheong",2
2020-03-05,"gangwon","gangwon",2
2020-03-05,"gwangju","jeolla",0
2020-03-05,"gyeongbuk","gyeongsang",123
2020-03-05,"gyeonggi","gyeonggi",10
2020-03-05,"gyeongnam","gyeongsang",3
2020-03-05,"incheon","gyeonggi",0
2020-03-05,"jeju","jeolla",0
2020-03-05,"jeonbuk","jeolla",0
2020-03-05,"jeonnam","jeolla",0
2020-03-05,"quarantine_station",NA,0
2020-03-05,"sejong","chungcheong",0
2020-03-05,"seoul","gyeonggi",2
2020-03-05,"ulsan","gyeongsang",0
2020-03-06,"busan","gyeongsang",1
2020-03-06,"chungbuk","chungcheong",5
2020-03-06,"chungnam","chungcheong",2
2020-03-06,"daegu","gyeongsang",390
2020-03-06,"daejeon","chungcheong",0
2020-03-06,"gangwon","gangwon",1
2020-03-06,"gwangju","jeolla",0
2020-03-06,"gyeongbuk","gyeongsang",65
2020-03-06,"gyeonggi","gyeonggi",10
2020-03-06,"gyeongnam","gyeongsang",5
2020-03-06,"incheon","gyeonggi",0
2020-03-06,"jeju","jeolla",0
2020-03-06,"jeonbuk","jeolla",0
2020-03-06,"jeonnam","jeolla",0
2020-03-06,"quarantine_station",NA,0
2020-03-06,"sejong","chungcheong",1
2020-03-06,"seoul","gyeonggi",3
2020-03-06,"ulsan","gyeongsang",0
2020-03-07,"busan","gyeongsang",1
2020-03-07,"chungbuk","chungcheong",4
2020-03-07,"chungnam","chungcheong",0
2020-03-07,"daegu","gyeongsang",297
2020-03-07,"daejeon","chungcheong",1
2020-03-07,"gangwon","gangwon",1
2020-03-07,"gwangju","jeolla",0
2020-03-07,"gyeongbuk","gyeongsang",32
2020-03-07,"gyeonggi","gyeonggi",11
2020-03-07,"gyeongnam","gyeongsang",1
2020-03-07,"incheon","gyeonggi",0
2020-03-07,"jeju","jeolla",0
2020-03-07,"jeonbuk","jeolla",0
2020-03-07,"jeonnam","jeolla",0
2020-03-07,"quarantine_station",NA,0
2020-03-07,"sejong","chungcheong",6
2020-03-07,"seoul","gyeonggi",12
2020-03-07,"ulsan","gyeongsang",1
2020-03-08,"busan","gyeongsang",0
2020-03-08,"chungbuk","chungcheong",1
2020-03-08,"chungnam","chungcheong",1
2020-03-08,"daegu","gyeongsang",190
2020-03-08,"daejeon","chungcheong",3
2020-03-08,"gangwon","gangwon",1
2020-03-08,"gwangju","jeolla",2
2020-03-08,"gyeongbuk","gyeongsang",26
2020-03-08,"gyeonggi","gyeonggi",11
2020-03-08,"gyeongnam","gyeongsang",0
2020-03-08,"incheon","gyeonggi",0
2020-03-08,"jeju","jeolla",0
2020-03-08,"jeonbuk","jeolla",0
2020-03-08,"jeonnam","jeolla",0
2020-03-08,"quarantine_station",NA,0
2020-03-08,"sejong","chungcheong",4
2020-03-08,"seoul","gyeonggi",10
2020-03-08,"ulsan","gyeongsang",0
2020-03-09,"busan","gyeongsang",0
2020-03-09,"chungbuk","chungcheong",0
2020-03-09,"chungnam","chungcheong",0
2020-03-09,"daegu","gyeongsang",92
2020-03-09,"daejeon","chungcheong",2
2020-03-09,"gangwon","gangwon",0
2020-03-09,"gwangju","jeolla",0
2020-03-09,"gyeongbuk","gyeongsang",10
2020-03-09,"gyeonggi","gyeonggi",11
2020-03-09,"gyeongnam","gyeongsang",0
2020-03-09,"incheon","gyeonggi",4
2020-03-09,"jeju","jeolla",0
2020-03-09,"jeonbuk","jeolla",0
2020-03-09,"jeonnam","jeolla",0
2020-03-09,"quarantine_station",NA,0
2020-03-09,"sejong","chungcheong",2
2020-03-09,"seoul","gyeonggi",11
2020-03-09,"ulsan","gyeongsang",0
2020-03-10,"busan","gyeongsang",2
2020-03-10,"chungbuk","chungcheong",2
2020-03-10,"chungnam","chungcheong",8
2020-03-10,"daegu","gyeongsang",131
2020-03-10,"daejeon","chungcheong",0
2020-03-10,"gangwon","gangwon",1
2020-03-10,"gwangju","jeolla",0
2020-03-10,"gyeongbuk","gyeongsang",18
2020-03-10,"gyeonggi","gyeonggi",12
2020-03-10,"gyeongnam","gyeongsang",1
2020-03-10,"incheon","gyeonggi",12
2020-03-10,"jeju","jeolla",0
2020-03-10,"jeonbuk","jeolla",0
2020-03-10,"jeonnam","jeolla",0
2020-03-10,"quarantine_station",NA,0
2020-03-10,"sejong","chungcheong",2
2020-03-10,"seoul","gyeonggi",52
2020-03-10,"ulsan","gyeongsang",1
2020-03-11,"busan","gyeongsang",1
2020-03-11,"chungbuk","chungcheong",0
2020-03-11,"chungnam","chungcheong",2
2020-03-11,"daegu","gyeongsang",73
2020-03-11,"daejeon","chungcheong",2
2020-03-11,"gangwon","gangwon",0
2020-03-11,"gwangju","jeolla",0
2020-03-11,"gyeongbuk","gyeongsang",8
2020-03-11,"gyeonggi","gyeonggi",3
2020-03-11,"gyeongnam","gyeongsang",1
2020-03-11,"incheon","gyeonggi",0
2020-03-11,"jeju","jeolla",0
2020-03-11,"jeonbuk","jeolla",0
2020-03-11,"jeonnam","jeolla",0
2020-03-11,"quarantine_station",NA,0
2020-03-11,"sejong","chungcheong",5
2020-03-11,"seoul","gyeonggi",19
2020-03-11,"ulsan","gyeongsang",0
2020-03-12,"busan","gyeongsang",1
2020-03-12,"chungbuk","chungcheong",0
2020-03-12,"chungnam","chungcheong",1
2020-03-12,"daegu","gyeongsang",61
2020-03-12,"daejeon","chungcheong",2
2020-03-12,"gangwon","gangwon",0
2020-03-12,"gwangju","jeolla",0
2020-03-12,"gyeongbuk","gyeongsang",4
2020-03-12,"gyeonggi","gyeonggi",7
2020-03-12,"gyeongnam","gyeongsang",0
2020-03-12,"incheon","gyeonggi",2
2020-03-12,"jeju","jeolla",0
2020-03-12,"jeonbuk","jeolla",0
2020-03-12,"jeonnam","jeolla",0
2020-03-12,"quarantine_station",NA,0
2020-03-12,"sejong","chungcheong",17
2020-03-12,"seoul","gyeonggi",13
2020-03-12,"ulsan","gyeongsang",2
2020-03-13,"busan","gyeongsang",3
2020-03-13,"chungbuk","chungcheong",1
2020-03-13,"chungnam","chungcheong",0
2020-03-13,"daegu","gyeongsang",62
2020-03-13,"daejeon","chungcheong",0
2020-03-13,"gangwon","gangwon",0
2020-03-13,"gwangju","jeolla",0
2020-03-13,"gyeongbuk","gyeongsang",6
2020-03-13,"gyeonggi","gyeonggi",15
2020-03-13,"gyeongnam","gyeongsang",0
2020-03-13,"incheon","gyeonggi",1
2020-03-13,"jeju","jeolla",0
2020-03-13,"jeonbuk","jeolla",0
2020-03-13,"jeonnam","jeolla",0
2020-03-13,"quarantine_station",NA,0
2020-03-13,"sejong","chungcheong",6
2020-03-13,"seoul","gyeonggi",13
2020-03-13,"ulsan","gyeongsang",0
2020-03-14,"busan","gyeongsang",3
2020-03-14,"chungbuk","chungcheong",3
2020-03-14,"chungnam","chungcheong",0
2020-03-14,"daegu","gyeongsang",41
2020-03-14,"daejeon","chungcheong",0
2020-03-14,"gangwon","gangwon",0
2020-03-14,"gwangju","jeolla",1
2020-03-14,"gyeongbuk","gyeongsang",4
2020-03-14,"gyeonggi","gyeonggi",11
2020-03-14,"gyeongnam","gyeongsang",0
2020-03-14,"incheon","gyeonggi",2
2020-03-14,"jeju","jeolla",0
2020-03-14,"jeonbuk","jeolla",0
2020-03-14,"jeonnam","jeolla",0
2020-03-14,"quarantine_station",NA,0
2020-03-14,"sejong","chungcheong",1
2020-03-14,"seoul","gyeonggi",9
2020-03-14,"ulsan","gyeongsang",1
2020-03-15,"busan","gyeongsang",1
2020-03-15,"chungbuk","chungcheong",0
2020-03-15,"chungnam","chungcheong",0
2020-03-15,"daegu","gyeongsang",35
2020-03-15,"daejeon","chungcheong",0
2020-03-15,"gangwon","gangwon",0
2020-03-15,"gwangju","jeolla",0
2020-03-15,"gyeongbuk","gyeongsang",7
2020-03-15,"gyeonggi","gyeonggi",20
2020-03-15,"gyeongnam","gyeongsang",0
2020-03-15,"incheon","gyeonggi",0
2020-03-15,"jeju","jeolla",0
2020-03-15,"jeonbuk","jeolla",0
2020-03-15,"jeonnam","jeolla",0
2020-03-15,"quarantine_station",NA,4
2020-03-15,"sejong","chungcheong",1
2020-03-15,"seoul","gyeonggi",6
2020-03-15,"ulsan","gyeongsang",0
2020-03-16,"busan","gyeongsang",0
2020-03-16,"chungbuk","chungcheong",0
2020-03-16,"chungnam","chungcheong",0
2020-03-16,"daegu","gyeongsang",32
2020-03-16,"daejeon","chungcheong",0
2020-03-16,"gangwon","gangwon",0
2020-03-16,"gwangju","jeolla",0
2020-03-16,"gyeongbuk","gyeongsang",5
2020-03-16,"gyeonggi","gyeonggi",31
2020-03-16,"gyeongnam","gyeongsang",1
2020-03-16,"incheon","gyeonggi",1
2020-03-16,"jeju","jeolla",0
2020-03-16,"jeonbuk","jeolla",0
2020-03-16,"jeonnam","jeolla",0
2020-03-16,"quarantine_station",NA,2
2020-03-16,"sejong","chungcheong",0
2020-03-16,"seoul","gyeonggi",12
2020-03-16,"ulsan","gyeongsang",0
2020-03-17,"busan","gyeongsang",0
2020-03-17,"chungbuk","chungcheong",1
2020-03-17,"chungnam","chungcheong",3
2020-03-17,"daegu","gyeongsang",46
2020-03-17,"daejeon","chungcheong",0
2020-03-17,"gangwon","gangwon",1
2020-03-17,"gwangju","jeolla",1
2020-03-17,"gyeongbuk","gyeongsang",9
2020-03-17,"gyeonggi","gyeonggi",15
2020-03-17,"gyeongnam","gyeongsang",0
2020-03-17,"incheon","gyeonggi",1
2020-03-17,"jeju","jeolla",0
2020-03-17,"jeonbuk","jeolla",2
2020-03-17,"jeonnam","jeolla",1
2020-03-17,"quarantine_station",NA,5
2020-03-17,"sejong","chungcheong",1
2020-03-17,"seoul","gyeonggi",5
2020-03-17,"ulsan","gyeongsang",2
2020-03-18,"busan","gyeongsang",0
2020-03-18,"chungbuk","chungcheong",1
2020-03-18,"chungnam","chungcheong",0
2020-03-18,"daegu","gyeongsang",97
2020-03-18,"daejeon","chungcheong",0
2020-03-18,"gangwon","gangwon",0
2020-03-18,"gwangju","jeolla",0
2020-03-18,"gyeongbuk","gyeongsang",12
2020-03-18,"gyeonggi","gyeonggi",18
2020-03-18,"gyeongnam","gyeongsang",0
2020-03-18,"incheon","gyeonggi",0
2020-03-18,"jeju","jeolla",0
2020-03-18,"jeonbuk","jeolla",1
2020-03-18,"jeonnam","jeolla",0
2020-03-18,"quarantine_station",NA,5
2020-03-18,"sejong","chungcheong",0
2020-03-18,"seoul","gyeonggi",12
2020-03-18,"ulsan","gyeongsang",6
2020-03-19,"busan","gyeongsang",1
2020-03-19,"chungbuk","chungcheong",0
2020-03-19,"chungnam","chungcheong",1
2020-03-19,"daegu","gyeongsang",34
2020-03-19,"daejeon","chungcheong",0
2020-03-19,"gangwon","gangwon",0
2020-03-19,"gwangju","jeolla",1
2020-03-19,"gyeongbuk","gyeongsang",13
2020-03-19,"gyeonggi","gyeonggi",14
2020-03-19,"gyeongnam","gyeongsang",1
2020-03-19,"incheon","gyeonggi",4
2020-03-19,"jeju","jeolla",0
2020-03-19,"jeonbuk","jeolla",0
2020-03-19,"jeonnam","jeolla",0
2020-03-19,"quarantine_station",NA,1
2020-03-19,"sejong","chungcheong",0
2020-03-19,"seoul","gyeonggi",17
2020-03-19,"ulsan","gyeongsang",0
2020-03-20,"busan","gyeongsang",0
2020-03-20,"chungbuk","chungcheong",1
2020-03-20,"chungnam","chungcheong",0
2020-03-20,"daegu","gyeongsang",69
2020-03-20,"daejeon","chungcheong",0
2020-03-20,"gangwon","gangwon",0
2020-03-20,"gwangju","jeolla",0
2020-03-20,"gyeongbuk","gyeongsang",40
2020-03-20,"gyeonggi","gyeonggi",12
2020-03-20,"gyeongnam","gyeongsang",0
2020-03-20,"incheon","gyeonggi",4
2020-03-20,"jeju","jeolla",0
2020-03-20,"jeonbuk","jeolla",0
2020-03-20,"jeonnam","jeolla",0
2020-03-20,"quarantine_station",NA,6
2020-03-20,"sejong","chungcheong",0
2020-03-20,"seoul","gyeonggi",15
2020-03-20,"ulsan","gyeongsang",0
2020-03-21,"busan","gyeongsang",0
2020-03-21,"chungbuk","chungcheong",1
2020-03-21,"chungnam","chungcheong",1
2020-03-21,"daegu","gyeongsang",43
2020-03-21,"daejeon","chungcheong",2
2020-03-21,"gangwon","gangwon",0
2020-03-21,"gwangju","jeolla",1
2020-03-21,"gyeongbuk","gyeongsang",11
2020-03-21,"gyeonggi","gyeonggi",16
2020-03-21,"gyeongnam","gyeongsang",1
2020-03-21,"incheon","gyeonggi",0
2020-03-21,"jeju","jeolla",0
2020-03-21,"jeonbuk","jeolla",0
2020-03-21,"jeonnam","jeolla",1
2020-03-21,"quarantine_station",NA,11
2020-03-21,"sejong","chungcheong",0
2020-03-21,"seoul","gyeonggi",10
2020-03-21,"ulsan","gyeongsang",0
2020-03-22,"busan","gyeongsang",1
2020-03-22,"chungbuk","chungcheong",2
2020-03-22,"chungnam","chungcheong",0
2020-03-22,"daegu","gyeongsang",24
2020-03-22,"daejeon","chungcheong",0
2020-03-22,"gangwon","gangwon",0
2020-03-22,"gwangju","jeolla",0
2020-03-22,"gyeongbuk","gyeongsang",2
2020-03-22,"gyeonggi","gyeonggi",14
2020-03-22,"gyeongnam","gyeongsang",1
2020-03-22,"incheon","gyeonggi",0
2020-03-22,"jeju","jeolla",0
2020-03-22,"jeonbuk","jeolla",0
2020-03-22,"jeonnam","jeolla",0
2020-03-22,"quarantine_station",NA,13
2020-03-22,"sejong","chungcheong",1
2020-03-22,"seoul","gyeonggi",6
2020-03-22,"ulsan","gyeongsang",0
2020-03-23,"busan","gyeongsang",2
2020-03-23,"chungbuk","chungcheong",1
2020-03-23,"chungnam","chungcheong",0
2020-03-23,"daegu","gyeongsang",31
2020-03-23,"daejeon","chungcheong",0
2020-03-23,"gangwon","gangwon",0
2020-03-23,"gwangju","jeolla",0
2020-03-23,"gyeongbuk","gyeongsang",1
2020-03-23,"gyeonggi","gyeonggi",15
2020-03-23,"gyeongnam","gyeongsang",1
2020-03-23,"incheon","gyeonggi",1
2020-03-23,"jeju","jeolla",0
2020-03-23,"jeonbuk","jeolla",0
2020-03-23,"jeonnam","jeolla",0
2020-03-23,"quarantine_station",NA,20
2020-03-23,"sejong","chungcheong",0
2020-03-23,"seoul","gyeonggi",4
2020-03-23,"ulsan","gyeongsang",0
2020-03-24,"busan","gyeongsang",1
2020-03-24,"chungbuk","chungcheong",0
2020-03-24,"chungnam","chungcheong",3
2020-03-24,"daegu","gyeongsang",14
2020-03-24,"daejeon","chungcheong",0
2020-03-24,"gangwon","gangwon",1
2020-03-24,"gwangju","jeolla",0
2020-03-24,"gyeongbuk","gyeongsang",5
2020-03-24,"gyeonggi","gyeonggi",21
2020-03-24,"gyeongnam","gyeongsang",0
2020-03-24,"incheon","gyeonggi",1
2020-03-24,"jeju","jeolla",2
2020-03-24,"jeonbuk","jeolla",0
2020-03-24,"jeonnam","jeolla",2
2020-03-24,"quarantine_station",NA,34
2020-03-24,"sejong","chungcheong",2
2020-03-24,"seoul","gyeonggi",13
2020-03-24,"ulsan","gyeongsang",1
2020-03-25,"busan","gyeongsang",0
2020-03-25,"chungbuk","chungcheong",1
2020-03-25,"chungnam","chungcheong",1
2020-03-25,"daegu","gyeongsang",26
2020-03-25,"daejeon","chungcheong",6
2020-03-25,"gangwon","gangwon",0
2020-03-25,"gwangju","jeolla",0
2020-03-25,"gyeongbuk","gyeongsang",12
2020-03-25,"gyeonggi","gyeonggi",14
2020-03-25,"gyeongnam","gyeongsang",0
2020-03-25,"incheon","gyeonggi",1
2020-03-25,"jeju","jeolla",0
2020-03-25,"jeonbuk","jeolla",0
2020-03-25,"jeonnam","jeolla",0
2020-03-25,"quarantine_station",NA,30
2020-03-25,"sejong","chungcheong",0
2020-03-25,"seoul","gyeonggi",13
2020-03-25,"ulsan","gyeongsang",0
